sample_id	time	replicate	genotype	mean_fluorescence	normalized_substraction_mean_fluorescence
1	1	1	WTC11	7036.638	0
2	2	1	WTC11	7004.717	-31.921
3	3	1	WTC11	7014.37	-22.268
4	4	1	WTC11	7013.933	-22.705
5	5	1	WTC11	7007.494	-29.144
6	6	1	WTC11	6936.161	-100.477
7	7	1	WTC11	6995.174	-41.464
8	8	1	WTC11	6949.025	-87.613
9	9	1	WTC11	6981.729	-54.909
10	10	1	WTC11	6925.226	-111.412
11	11	1	WTC11	6919.828	-116.81
12	12	1	WTC11	6909.96	-126.678
13	13	1	WTC11	6872.631	-164.007
14	14	1	WTC11	6903.644	-132.994
15	15	1	WTC11	6939.055	-97.583
16	16	1	WTC11	6938.803	-97.835
17	17	1	WTC11	6918.93	-117.708
18	18	1	WTC11	6895.611	-141.027
19	19	1	WTC11	6928.792	-107.846
20	20	1	WTC11	6905.757	-130.881
21	21	1	WTC11	6916.033	-120.605
22	22	1	WTC11	6856.529	-180.109
23	23	1	WTC11	6838.833	-197.805
24	24	1	WTC11	6907.815	-128.823
25	25	1	WTC11	6876.722	-159.916
26	26	1	WTC11	6845.788	-190.85
27	27	1	WTC11	6922.657	-113.981
28	28	1	WTC11	6868.922	-167.716
29	29	1	WTC11	6803.047	-233.591
30	30	1	WTC11	6929.529	-107.109
31	31	1	WTC11	6886.712	-149.926
32	32	1	WTC11	6939.352	-97.286
33	33	1	WTC11	6885.601	-151.037
34	34	1	WTC11	6872.264	-164.374
35	35	1	WTC11	6816.296	-220.342
36	36	1	WTC11	6815.808	-220.83
37	37	1	WTC11	6978.605	-58.033
38	38	1	WTC11	6990.92	-45.718
39	39	1	WTC11	6910.122	-126.516
40	40	1	WTC11	6922.844	-113.794
41	41	1	WTC11	6842.267	-194.371
42	42	1	WTC11	6932.499	-104.139
43	43	1	WTC11	6800.562	-236.076
44	44	1	WTC11	6803.382	-233.256
45	45	1	WTC11	6949.189	-87.449
46	46	1	WTC11	6962.844	-73.794
47	47	1	WTC11	6910.008	-126.63
48	48	1	WTC11	6906.148	-130.49
49	49	1	WTC11	6879.17	-157.468
50	50	1	WTC11	6951.884	-84.754
51	51	1	WTC11	6916.937	-119.701
52	52	1	WTC11	6991.185	-45.453
53	53	1	WTC11	6921.804	-114.834
54	54	1	WTC11	6989.091	-47.547
55	55	1	WTC11	6914.381	-122.257
56	56	1	WTC11	6897.97	-138.668
57	57	1	WTC11	6954.958	-81.68
58	58	1	WTC11	6852.862	-183.776
59	59	1	WTC11	6838.119	-198.519
60	60	1	WTC11	6831.402	-205.236
61	61	1	WTC11	6991.376	-45.262
62	62	1	WTC11	6859.131	-177.507
63	63	1	WTC11	6935.45	-101.188
64	64	1	WTC11	6973.853	-62.785
65	65	1	WTC11	6979.882	-56.756
66	66	1	WTC11	6963.966	-72.672
67	67	1	WTC11	6862.712	-173.926
68	68	1	WTC11	6991.427	-45.211
69	69	1	WTC11	6926.641	-109.997
70	70	1	WTC11	6905.599	-131.039
71	71	1	WTC11	6991.211	-45.427
72	72	1	WTC11	6914.412	-122.226
73	73	1	WTC11	6846.682	-189.956
74	74	1	WTC11	6847.861	-188.777
75	75	1	WTC11	6858.625	-178.013
76	76	1	WTC11	6896.902	-139.736
77	77	1	WTC11	6878.228	-158.41
78	78	1	WTC11	7038.771	2.133
79	79	1	WTC11	6960.68	-75.958
80	80	1	WTC11	7009.748	-26.89
81	81	1	WTC11	7013.725	-22.913
82	82	1	WTC11	6974.203	-62.435
83	83	1	WTC11	6894.483	-142.155
84	84	1	WTC11	6909.598	-127.04
85	85	1	WTC11	6888.546	-148.092
86	86	1	WTC11	6891.36	-145.278
87	87	1	WTC11	7032.8	-3.838
88	88	1	WTC11	6992.486	-44.152
89	89	1	WTC11	6993.006	-43.632
90	90	1	WTC11	7008.867	-27.771
91	91	1	WTC11	6961.857	-74.781
92	92	1	WTC11	6897.75	-138.888
93	93	1	WTC11	6894.559	-142.079
94	94	1	WTC11	6905.538	-131.1
95	95	1	WTC11	6873.805	-162.833
96	96	1	WTC11	6885.691	-150.947
97	97	1	WTC11	6898.985	-137.653
98	98	1	WTC11	6886.422	-150.216
99	99	1	WTC11	6876.986	-159.652
100	100	1	WTC11	7007.063	-29.575
101	101	1	WTC11	6993.3	-43.338
102	102	1	WTC11	6929.317	-107.321
103	103	1	WTC11	6935.152	-101.486
104	104	1	WTC11	6949.085	-87.553
105	105	1	WTC11	6951.194	-85.444
106	106	1	WTC11	6953.119	-83.519
107	107	1	WTC11	7019.141	-17.497
108	108	1	WTC11	6976.496	-60.142
109	109	1	WTC11	6952.051	-84.587
110	110	1	WTC11	6946.255	-90.383
111	111	1	WTC11	6936.32	-100.318
112	112	1	WTC11	6940.539	-96.099
113	113	1	WTC11	7047.258	10.62
114	114	1	WTC11	7030.643	-5.995
115	115	1	WTC11	7011.533	-25.105
116	116	1	WTC11	7014.026	-22.612
117	117	1	WTC11	6992.969	-43.669
118	118	1	WTC11	6971.889	-64.749
119	119	1	WTC11	6939.698	-96.94
120	120	1	WTC11	6928.233	-108.405
121	121	1	WTC11	6957.874	-78.764
122	122	1	WTC11	6961.496	-75.142
123	123	1	WTC11	6942.869	-93.769
124	124	1	WTC11	6939.926	-96.712
125	125	1	WTC11	6936.049	-100.589
126	126	1	WTC11	6922.863	-113.775
127	127	1	WTC11	6926.5	-110.138
128	128	1	WTC11	6928.949	-107.689
129	129	1	WTC11	6927.187	-109.451
130	130	1	WTC11	6973.343	-63.295
131	131	1	WTC11	6943.225	-93.413
132	132	1	WTC11	6982.765	-53.873
133	133	1	WTC11	6976.746	-59.892
134	134	1	WTC11	6968.373	-68.265
135	135	1	WTC11	6983.885	-52.753
136	136	1	WTC11	6965.764	-70.874
137	137	1	WTC11	6967.309	-69.329
138	138	1	WTC11	6944.963	-91.675
139	139	1	WTC11	6975.712	-60.926
140	140	1	WTC11	6949.393	-87.245
141	141	1	WTC11	6954.765	-81.873
142	142	1	WTC11	6956.148	-80.49
143	143	1	WTC11	6939.044	-97.594
144	144	1	WTC11	6969.569	-67.069
145	145	1	WTC11	6958.864	-77.774
146	146	1	WTC11	6951.648	-84.99
147	147	1	WTC11	6971.733	-64.905
148	148	1	WTC11	6961.832	-74.806
149	149	1	WTC11	6972.629	-64.009
150	150	1	WTC11	6972.251	-64.387
151	151	1	WTC11	7023.196	-13.442
152	152	1	WTC11	7002.55	-34.088
153	153	1	WTC11	7008.786	-27.852
154	154	1	WTC11	6993.438	-43.2
155	155	1	WTC11	6990.453	-46.185
156	156	1	WTC11	6996.798	-39.84
157	157	1	WTC11	7106.34	69.702
158	158	1	WTC11	7070.635	33.997
159	159	1	WTC11	7072.851	36.213
160	160	1	WTC11	7075.41	38.772
161	161	1	WTC11	7097.312	60.674
162	162	1	WTC11	6999.396	-37.242
163	163	1	WTC11	6996.771	-39.867
164	164	1	WTC11	6978.561	-58.077
165	165	1	WTC11	6987.185	-49.453
166	166	1	WTC11	6998.96	-37.678
167	167	1	WTC11	6995.299	-41.339
168	168	1	WTC11	6948.952	-87.686
169	169	1	WTC11	6967.795	-68.843
170	170	1	WTC11	6957.954	-78.684
171	171	1	WTC11	6973.259	-63.379
172	172	1	WTC11	6971.984	-64.654
173	173	1	WTC11	7093.452	56.814
174	174	1	WTC11	7046.173	9.535
175	175	1	WTC11	7019.156	-17.482
176	176	1	WTC11	7005.107	-31.531
177	177	1	WTC11	6998.294	-38.344
178	178	1	WTC11	6997.484	-39.154
179	179	1	WTC11	6995.393	-41.245
180	180	1	WTC11	6961.176	-75.462
181	181	1	WTC11	6970.644	-65.994
182	182	1	WTC11	6986.188	-50.45
183	183	1	WTC11	6963.486	-73.152
184	184	1	WTC11	6956.308	-80.33
185	185	1	WTC11	6943.506	-93.132
186	186	1	WTC11	6961.657	-74.981
187	187	1	WTC11	6952.779	-83.859
188	188	1	WTC11	6960.94	-75.698
189	189	1	WTC11	6978.728	-57.91
190	190	1	WTC11	6964.286	-72.352
191	191	1	WTC11	6985.089	-51.549
192	192	1	WTC11	7075.051	38.413
193	193	1	WTC11	7059.681	23.043
194	194	1	WTC11	7068.16	31.522
195	195	1	WTC11	7063.038	26.4
196	196	1	WTC11	7092.66	56.022
197	197	1	WTC11	7100.438	63.8
198	198	1	WTC11	7094.612	57.974
199	199	1	WTC11	7107.431	70.793
200	200	1	WTC11	7106.109	69.471
201	201	1	WTC11	7122.257	85.619
202	202	1	WTC11	7088.876	52.238
203	203	1	WTC11	7103.537	66.899
204	204	1	WTC11	7104.408	67.77
205	205	1	WTC11	7102.185	65.547
206	206	1	WTC11	7138.14	101.502
207	207	1	WTC11	7108.913	72.275
208	208	1	WTC11	7142.658	106.02
209	209	1	WTC11	7110.094	73.456
210	210	1	WTC11	7100.719	64.081
211	211	1	WTC11	7108.936	72.298
212	212	1	WTC11	7063.146	26.508
213	213	1	WTC11	7147.867	111.229
214	214	1	WTC11	7131.87	95.232
215	215	1	WTC11	7141.005	104.367
216	216	1	WTC11	7141.292	104.654
217	217	1	WTC11	7135.34	98.702
218	218	1	WTC11	7167.598	130.96
219	219	1	WTC11	7143.128	106.49
220	220	1	WTC11	7167.014	130.376
221	221	1	WTC11	7126.481	89.843
222	222	1	WTC11	7112.423	75.785
223	223	1	WTC11	7096.726	60.088
224	224	1	WTC11	7115.161	78.523
225	225	1	WTC11	7094.961	58.323
226	226	1	WTC11	7100.794	64.156
227	227	1	WTC11	7098.655	62.017
228	228	1	WTC11	7075.96	39.322
229	229	1	WTC11	7081.886	45.248
230	1	2	WTC11	6749.061	0
231	2	2	WTC11	6743.946	-5.115
232	3	2	WTC11	6756.841	7.78
233	4	2	WTC11	6743.565	-5.496
234	5	2	WTC11	6766.794	17.733
235	6	2	WTC11	6717.628	-31.433
236	7	2	WTC11	6755.34	6.279
237	8	2	WTC11	6730.893	-18.168
238	9	2	WTC11	6748.641	-0.42
239	10	2	WTC11	6724.051	-25.01
240	11	2	WTC11	6728.516	-20.545
241	12	2	WTC11	6731.116	-17.945
242	13	2	WTC11	6696.383	-52.678
243	14	2	WTC11	6708.925	-40.136
244	15	2	WTC11	6703.74	-45.321
245	16	2	WTC11	6713.74	-35.321
246	17	2	WTC11	6694.74	-54.321
247	18	2	WTC11	6721.879	-27.182
248	19	2	WTC11	6751.952	2.891
249	20	2	WTC11	6733.847	-15.214
250	21	2	WTC11	6718.997	-30.064
251	22	2	WTC11	6679.298	-69.763
252	23	2	WTC11	6660.6	-88.461
253	24	2	WTC11	6725.99	-23.071
254	25	2	WTC11	6711.403	-37.658
255	26	2	WTC11	6667.361	-81.7
256	27	2	WTC11	6742.802	-6.259
257	28	2	WTC11	6691.385	-57.676
258	29	2	WTC11	6632.946	-116.115
259	30	2	WTC11	6738.625	-10.436
260	31	2	WTC11	6704.468	-44.593
261	32	2	WTC11	6740.242	-8.819
262	33	2	WTC11	6717.257	-31.804
263	34	2	WTC11	6712.365	-36.696
264	35	2	WTC11	6658.81	-90.251
265	36	2	WTC11	6662.725	-86.336
266	37	2	WTC11	6777.405	28.344
267	38	2	WTC11	6788.134	39.073
268	39	2	WTC11	6728.038	-21.023
269	40	2	WTC11	6741.451	-7.61
270	41	2	WTC11	6680.903	-68.158
271	42	2	WTC11	6728.653	-20.408
272	43	2	WTC11	6637.774	-111.287
273	44	2	WTC11	6637.343	-111.718
274	45	2	WTC11	6753.029	3.968
275	46	2	WTC11	6778.663	29.602
276	47	2	WTC11	6728.728	-20.333
277	48	2	WTC11	6713.205	-35.856
278	49	2	WTC11	6720.305	-28.756
279	50	2	WTC11	6777.531	28.47
280	51	2	WTC11	6756.815	7.754
281	52	2	WTC11	6799.683	50.622
282	53	2	WTC11	6750.033	0.972
283	54	2	WTC11	6796.055	46.994
284	55	2	WTC11	6756.272	7.211
285	56	2	WTC11	6742.987	-6.074
286	57	2	WTC11	6795.533	46.472
287	58	2	WTC11	6706.247	-42.814
288	59	2	WTC11	6711.422	-37.639
289	60	2	WTC11	6708.195	-40.866
290	61	2	WTC11	6814.369	65.308
291	62	2	WTC11	6735.355	-13.706
292	63	2	WTC11	6793.832	44.771
293	64	2	WTC11	6813.712	64.651
294	65	2	WTC11	6819.479	70.418
295	66	2	WTC11	6817.569	68.508
296	67	2	WTC11	6742.587	-6.474
297	68	2	WTC11	6843.823	94.762
298	69	2	WTC11	6785.749	36.688
299	70	2	WTC11	6773.954	24.893
300	71	2	WTC11	6831.064	82.003
301	72	2	WTC11	6776.278	27.217
302	73	2	WTC11	6722.179	-26.882
303	74	2	WTC11	6730.195	-18.866
304	75	2	WTC11	6737.345	-11.716
305	76	2	WTC11	6738.253	-10.808
306	77	2	WTC11	6749.463	0.402
307	78	2	WTC11	6855.094	106.033
308	79	2	WTC11	6820.523	71.462
309	80	2	WTC11	6870.977	121.916
310	81	2	WTC11	6859.234	110.173
311	82	2	WTC11	6847.193	98.132
312	83	2	WTC11	6788.136	39.075
313	84	2	WTC11	6787.068	38.007
314	85	2	WTC11	6784.342	35.281
315	86	2	WTC11	6786.087	37.026
316	87	2	WTC11	6886.786	137.725
317	88	2	WTC11	6854.496	105.435
318	89	2	WTC11	6856.999	107.938
319	90	2	WTC11	6880.521	131.46
320	91	2	WTC11	6842.198	93.137
321	92	2	WTC11	6791.383	42.322
322	93	2	WTC11	6793.007	43.946
323	94	2	WTC11	6798.999	49.938
324	95	2	WTC11	6772.66	23.599
325	96	2	WTC11	6789.486	40.425
326	97	2	WTC11	6795.287	46.226
327	98	2	WTC11	6777.882	28.821
328	99	2	WTC11	6771.638	22.577
329	100	2	WTC11	6870.291	121.23
330	101	2	WTC11	6864.643	115.582
331	102	2	WTC11	6842.93	93.869
332	103	2	WTC11	6844.455	95.394
333	104	2	WTC11	6834.383	85.322
334	105	2	WTC11	6847.879	98.818
335	106	2	WTC11	6847.577	98.516
336	107	2	WTC11	6899.953	150.892
337	108	2	WTC11	6863.886	114.825
338	109	2	WTC11	6853.327	104.266
339	110	2	WTC11	6832.629	83.568
340	111	2	WTC11	6817.255	68.194
341	112	2	WTC11	6827.433	78.372
342	113	2	WTC11	6915.174	166.113
343	114	2	WTC11	6885.221	136.16
344	115	2	WTC11	6885.399	136.338
345	116	2	WTC11	6888.086	139.025
346	117	2	WTC11	6879.832	130.771
347	118	2	WTC11	6865.416	116.355
348	119	2	WTC11	6833.173	84.112
349	120	2	WTC11	6837.311	88.25
350	121	2	WTC11	6864.994	115.933
351	122	2	WTC11	6856.479	107.418
352	123	2	WTC11	6836.841	87.78
353	124	2	WTC11	6837.693	88.632
354	125	2	WTC11	6823.431	74.37
355	126	2	WTC11	6820.287	71.226
356	127	2	WTC11	6820.663	71.602
357	128	2	WTC11	6830.949	81.888
358	129	2	WTC11	6827.342	78.281
359	130	2	WTC11	6816.106	67.045
360	131	2	WTC11	6825.748	76.687
361	132	2	WTC11	6850.693	101.632
362	133	2	WTC11	6853.747	104.686
363	134	2	WTC11	6849.479	100.418
364	135	2	WTC11	6867.299	118.238
365	136	2	WTC11	6840.516	91.455
366	137	2	WTC11	6846.24	97.179
367	138	2	WTC11	6846.953	97.892
368	139	2	WTC11	6847.302	98.241
369	140	2	WTC11	6835.085	86.024
370	141	2	WTC11	6840.697	91.636
371	142	2	WTC11	6846.533	97.472
372	143	2	WTC11	6829.762	80.701
373	144	2	WTC11	6846.843	97.782
374	145	2	WTC11	6834.604	85.543
375	146	2	WTC11	6837.539	88.478
376	147	2	WTC11	6847.181	98.12
377	148	2	WTC11	6850.974	101.913
378	149	2	WTC11	6849.194	100.133
379	150	2	WTC11	6851.386	102.325
380	151	2	WTC11	6888.176	139.115
381	152	2	WTC11	6867.699	118.638
382	153	2	WTC11	6886.584	137.523
383	154	2	WTC11	6872.988	123.927
384	155	2	WTC11	6856.424	107.363
385	156	2	WTC11	6848.815	99.754
386	157	2	WTC11	6939.72	190.659
387	158	2	WTC11	6914.543	165.482
388	159	2	WTC11	6933.093	184.032
389	160	2	WTC11	6930.259	181.198
390	161	2	WTC11	6938.747	189.686
391	162	2	WTC11	6878.009	128.948
392	163	2	WTC11	6879.347	130.286
393	164	2	WTC11	6852.727	103.666
394	165	2	WTC11	6869.596	120.535
395	166	2	WTC11	6881.887	132.826
396	167	2	WTC11	6907.375	158.314
397	168	2	WTC11	6857.064	108.003
398	169	2	WTC11	6858.145	109.084
399	170	2	WTC11	6839.167	90.106
400	171	2	WTC11	6857.125	108.064
401	172	2	WTC11	6861.332	112.271
402	173	2	WTC11	6933.53	184.469
403	174	2	WTC11	6932.934	183.873
404	175	2	WTC11	6921.218	172.157
405	176	2	WTC11	6906.872	157.811
406	177	2	WTC11	6849.192	100.131
407	178	2	WTC11	6879.366	130.305
408	179	2	WTC11	6911.773	162.712
409	180	2	WTC11	6862.901	113.84
410	181	2	WTC11	6847.177	98.116
411	182	2	WTC11	6865.272	116.211
412	183	2	WTC11	6861.168	112.107
413	184	2	WTC11	6882.031	132.97
414	185	2	WTC11	6865.791	116.73
415	186	2	WTC11	6838.183	89.122
416	187	2	WTC11	6838.277	89.216
417	188	2	WTC11	6850.189	101.128
418	189	2	WTC11	6861.508	112.447
419	190	2	WTC11	6847.547	98.486
420	191	2	WTC11	6880.62	131.559
421	192	2	WTC11	6930.557	181.496
422	193	2	WTC11	6906.29	157.229
423	194	2	WTC11	6923.099	174.038
424	195	2	WTC11	6914.829	165.768
425	196	2	WTC11	6962.616	213.555
426	197	2	WTC11	6941.059	191.998
427	198	2	WTC11	6937.96	188.899
428	199	2	WTC11	6959.351	210.29
429	200	2	WTC11	6964.987	215.926
430	201	2	WTC11	6990.564	241.503
431	202	2	WTC11	6969.5	220.439
432	203	2	WTC11	6986.027	236.966
433	204	2	WTC11	6987.551	238.49
434	205	2	WTC11	6941.46	192.399
435	206	2	WTC11	6973.334	224.273
436	207	2	WTC11	6960.389	211.328
437	208	2	WTC11	6969.358	220.297
438	209	2	WTC11	6966.056	216.995
439	210	2	WTC11	7010.384	261.323
440	211	2	WTC11	6980.592	231.531
441	212	2	WTC11	6927.57	178.509
442	213	2	WTC11	6987.996	238.935
443	214	2	WTC11	7022.804	273.743
444	215	2	WTC11	7038.88	289.819
445	216	2	WTC11	6989.998	240.937
446	217	2	WTC11	6997.618	248.557
447	218	2	WTC11	7033.411	284.35
448	219	2	WTC11	7000.367	251.306
449	220	2	WTC11	6842.122	93.061
450	221	2	WTC11	6826.697	77.636
451	222	2	WTC11	6789.254	40.193
452	223	2	WTC11	6808.478	59.417
453	224	2	WTC11	6786.923	37.862
454	225	2	WTC11	6816.832	67.771
455	226	2	WTC11	6808.497	59.436
456	227	2	WTC11	6937.302	188.241
457	228	2	WTC11	6785.646	36.585
458	229	2	WTC11	6905.138	156.077
459	1	3	WTC11	7480.081	0
460	2	3	WTC11	7437.884	-42.197
461	3	3	WTC11	7436.853	-43.228
462	4	3	WTC11	7420.671	-59.41
463	5	3	WTC11	7428.958	-51.123
464	6	3	WTC11	7346.333	-133.748
465	7	3	WTC11	7423.903	-56.178
466	8	3	WTC11	7347.922	-132.159
467	9	3	WTC11	7358.947	-121.134
468	10	3	WTC11	7349.8	-130.281
469	11	3	WTC11	7311.182	-168.899
470	12	3	WTC11	7321.176	-158.905
471	13	3	WTC11	7247.435	-232.646
472	14	3	WTC11	7293.668	-186.413
473	15	3	WTC11	7330.14	-149.941
474	16	3	WTC11	7353.668	-126.413
475	17	3	WTC11	7334.048	-146.033
476	18	3	WTC11	7320.402	-159.679
477	19	3	WTC11	7367.814	-112.267
478	20	3	WTC11	7346.468	-133.613
479	21	3	WTC11	7357.898	-122.183
480	22	3	WTC11	7311.74	-168.341
481	23	3	WTC11	7272.581	-207.5
482	24	3	WTC11	7405.973	-74.108
483	25	3	WTC11	7360.517	-119.564
484	26	3	WTC11	7336.798	-143.283
485	27	3	WTC11	7410.492	-69.589
486	28	3	WTC11	7355.821	-124.26
487	29	3	WTC11	7283.186	-196.895
488	30	3	WTC11	7397.194	-82.887
489	31	3	WTC11	7368.17	-111.911
490	32	3	WTC11	7415.967	-64.114
491	33	3	WTC11	7340.492	-139.589
492	34	3	WTC11	7315.159	-164.922
493	35	3	WTC11	7243.769	-236.312
494	36	3	WTC11	7239.803	-240.278
495	37	3	WTC11	7435.081	-45
496	38	3	WTC11	7458.024	-22.057
497	39	3	WTC11	7409.773	-70.308
498	40	3	WTC11	7430.778	-49.303
499	41	3	WTC11	7313.124	-166.957
500	42	3	WTC11	7412.329	-67.752
501	43	3	WTC11	7285.439	-194.642
502	44	3	WTC11	7273.354	-206.727
503	45	3	WTC11	7396.309	-83.772
504	46	3	WTC11	7438.792	-41.289
505	47	3	WTC11	7365.958	-114.123
506	48	3	WTC11	7327.322	-152.759
507	49	3	WTC11	7306.297	-173.784
508	50	3	WTC11	7401.047	-79.034
509	51	3	WTC11	7358.999	-121.082
510	52	3	WTC11	7441.756	-38.325
511	53	3	WTC11	7378.742	-101.339
512	54	3	WTC11	7447.921	-32.16
513	55	3	WTC11	7367.413	-112.668
514	56	3	WTC11	7325.155	-154.926
